Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
833901,2019-12-11 22:37:25,3557442674264531,fraud_Lemke-Gutmann,shopping_net,868.0,Angela,Edwards,F,486 Wilkins Pines,Lithopolis,OH,43136,39.8013,-82.8125,460,"Lecturer, higher education",2004-06-19,894b8595b00224ea516f6a057a6dbd98,1355265445,38.819028,-82.364296,1
459888,2019-07-22 06:52:07,3565196229855512,fraud_Stiedemann Inc,misc_pos,19.37,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,5ee3a18139f59a19e6dfa72f2c61fd0a,1342939927,40.695766,-93.328505,0
731003,2019-11-08 22:37:31,5289285402893489,fraud_Gottlieb-Hansen,personal_care,101.5,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,1986-11-24,f4af4e01f14d406f7c53bfa855e744ab,1352414251,44.569205,-123.358652,0
760910,2019-11-22 02:12:18,180018375329178,"fraud_Heller, Gutmann and Zieme",grocery_pos,176.12,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,8c1226adc93c9ab8511f7b80b8902363,1353550338,43.17479,-83.391784,0
685836,2019-10-19 22:36:13,30082025922891,"fraud_Streich, Dietrich and Barton",shopping_net,1165.58,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,ad2cc5360d87738944684038aa1a6a4c,1350686173,25.383922,-81.464814,1
641360,2019-09-29 22:56:37,676179782773,fraud_Price Inc,shopping_net,1016.21,Brittany,Mccarthy,F,621 Reilly Road Apt. 756,Albany,NY,12207,42.656000000000006,-73.7508,151022,Sales executive,1957-12-17,3acd472d9f501bfd4a6346c841eb2e95,1348959397,42.835176,-74.04178,1
117085,2019-03-07 12:27:37,4124536010991657,"fraud_Haley, Jewess and Bechtelar",shopping_pos,948.2,Sydney,Montoya,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1954-07-21,626fd540e753ac58e4d99bfbc2ef11bf,1331123257,30.073792,-87.812727,1
744737,2019-11-14 22:00:28,5127412150261034,fraud_Lemke-Gutmann,shopping_net,799.88,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",1991-02-04,002a4565b89c75cef77a70da9bee212f,1352930428,39.418262,-76.512222,1
1248563,2020-06-03 22:15:18,3502088871723054,fraud_Klocko LLC,misc_net,680.5,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,ce6e095aa8adb6a55390ddfa17a41f14,1370297718,38.377697,-76.60977,1
46746,2019-01-28 14:57:50,3518758680062249,"fraud_Hintz, Bauch and Smith",health_fitness,108.49,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,b5e63ffe8e130ac0a394bd6b057aa5f6,1327762670,37.890033,-108.928179,0
189235,2020-08-26 07:13:37,4433091568498503,fraud_Kihn Inc,shopping_pos,10.96,Linda,Davis,F,493 Todd Views,Gaithersburg,MD,20882,39.2335,-77.1458,135332,Clinical biochemist,1936-03-28,c1ce23096ba1af15a4087227ca9cdcd0,1377501217,40.160955,-77.257326,0
600177,2019-09-12 02:15:50,374238209524200,"fraud_Rowe, Batz and Goodwin",grocery_pos,346.3,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,1942-04-03,8a79cdf40b9a7cc48b421238466969f4,1347416150,44.786923,-120.316284,1
1293987,2020-06-20 13:04:01,4158758517677931,fraud_Crona and Sons,kids_pets,15.75,Dawn,Cox,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,1995-01-15,df856c7e32bdde0bd74fcd435ff2c9c5,1371733441,42.667926,-96.797936,0
114638,2019-03-05 23:49:35,4306630852918,fraud_McGlynn-Heathcote,misc_net,733.72,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,e7641e3582bfc7dba7957bf4e05c8305,1330991375,38.564132,-90.515652,1
1049756,2020-03-10 23:54:13,3589289942931264,fraud_Bode-Rempel,kids_pets,20.59,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,944373e43c3610710c257bf9cfe647ad,1362959653,43.71487,-98.447469,1
59779,2019-02-04 23:00:36,3542162746848552,"fraud_Windler, Goodwin and Kovacek",home,1.45,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029,43.5089,-93.4824,744,Communications engineer,1968-01-28,2eb40122ab6ef067e4a6b5d67114cb14,1328396436,44.03093,-93.783957,0
852837,2019-12-15 22:46:31,180065479077096,fraud_Ratke and Sons,health_fitness,5.57,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,f18c98efe2fd7aac6aefaa6ea1f00aaa,1355611591,40.635993,-76.850259,0
1135374,2020-04-18 09:25:45,3590946339258737,fraud_Kutch-Hegmann,grocery_net,6.48,Juan,West,M,741 Adams Knolls,Grenola,KS,67346,37.3668,-96.4396,372,"Copywriter, advertising",1997-04-06,101060ffbffcda67e34e3bf6e96225c8,1366277145,36.476905,-96.921816,1
21688,2019-01-13 23:55:25,38797410705641,fraud_McGlynn-Heathcote,misc_net,916.87,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,a5322c49e4a464b1a4756a3ecbadaf9f,1326498925,42.550435,-73.371565,1
135773,2020-08-07 23:43:21,376445266762684,fraud_Friesen Ltd,health_fitness,20.84,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,78f5e7b210280752236ec2347977c917,1375919001,40.450803,-101.814364,1
713977,2019-11-01 10:01:08,180094608895855,fraud_Kutch and Sons,grocery_pos,333.82,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,fe913a538af3c946ff02ec1b51f3f864,1351764068,44.442791,-121.842875,1
6981,2020-06-23 06:56:22,4670613943676271,fraud_Torp-Lemke,misc_pos,4.46,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,595baa92ad81fbc9c98a5400c17950e4,1371970582,31.42031,-84.840383,0
1228518,2020-05-27 21:22:42,6538891242532018,fraud_Fahey Inc,kids_pets,40.64,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,adfff32f6bda54848813f40b488d6e3b,1369689762,36.788784,-91.616692,0
88664,2020-07-21 17:26:40,3518669219150142,"fraud_Altenwerth, Cartwright and Koss",shopping_net,7.98,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,da0a942db9d5fd0a7380554a45bf0615,1374427600,39.565647,-84.54592099999999,0
301260,2019-05-26 22:26:40,371226440126102,fraud_Nienow PLC,entertainment,536.59,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,8da5dbac7de278b158639318028b5282,1338071200,38.937877,-89.468384,1
28383,2019-01-17 15:21:41,4586810168620942,fraud_Harris Group,food_dining,45.28,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,6a5ac490e50a4d537604a55334296a54,1326813701,31.760518,-80.67865,0
1223287,2020-05-26 01:34:01,3576144910346950,"fraud_Schumm, Bauch and Ondricka",grocery_pos,361.16,Thomas,Payne,M,9455 Kathleen Brook Apt. 651,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,092e07aac1d62f06fca782ba85ff8aa0,1369532041,65.941742,-156.52973400000002,1
377896,2020-11-15 21:40:40,3536818734263520,"fraud_Yost, Schamberger and Windler",kids_pets,20.77,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,039afb9cab4809dcf241eb14b6f30f6a,1384551640,42.334958,-94.387894,0
253446,2019-05-06 09:52:24,4646845581490336108,"fraud_Ferry, Lynch and Kautzer",misc_net,14.38,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,6e0dc3035db0751f0adcb384702e414d,1336297944,40.9465,-72.150675,0
224720,2019-04-23 13:59:25,4452366298769043,fraud_Langworth LLC,personal_care,51.14,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,2de5e4ae17585805cf1ccc6171767e4b,1335189565,31.770821999999995,-95.91811,0
290070,2020-10-07 22:03:45,6597248210463122,fraud_Doyle Ltd,grocery_pos,322.76,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,b00ca1e15067fb08868a9b347edad692,1381183425,42.43482,-94.09866,1
727095,2019-11-06 20:27:38,4509142395811241,fraud_Gleason and Sons,kids_pets,13.47,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,2d338f7b2cfefddc448b6d4536097c55,1352233658,32.472664,-81.630616,0
935276,2020-01-06 19:52:30,630441765090,"fraud_Effertz, Welch and Schowalter",entertainment,7.82,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,01c64f0af9fc71b9e50888a400715a22,1357501950,31.314617,-98.052901,0
931456,2020-01-05 06:15:06,3523843138706408,"fraud_Schaefer, Maggio and Daugherty",gas_transport,10.81,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,6fc7be76d57094e0f06ba857b7cbb921,1357366506,32.654051,-87.06054300000001,1
318272,2019-06-02 08:02:16,213163860545705,"fraud_Lehner, Mosciski and King",misc_net,94.0,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,9d70e9f58af33078b1f456afc745939d,1338624136,32.200858000000004,-82.572066,0
241370,2019-04-30 23:36:39,30344654314976,fraud_Stiedemann Inc,misc_pos,49.49,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,f3b9374e11f44fe5322703fa01ea3cf2,1335828999,39.261222,-119.712888,1
1065820,2020-03-17 23:36:02,213154573301411,fraud_Heathcote LLC,shopping_net,980.76,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,525ee8f4a93966291e2d24554c749ea7,1363563362,37.74966,-87.43796800000001,1
215571,2020-09-05 23:57:54,341283058448499,fraud_Lebsack and Sons,misc_net,792.99,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,49c9203923808dee72f96acdc83ee546,1378425474,30.856309000000003,-84.62562700000001,1
408197,2020-11-29 13:20:36,3502088871723054,"fraud_Langosh, Wintheiser and Hyatt",food_dining,38.99,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,0c76117053aa6bfcd952465d63bebaf1,1385731236,38.828007,-77.08131,0
1150552,2020-04-24 23:41:26,379141394109214,fraud_Kihn-Schuster,food_dining,124.02,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1966-12-15,044f7282720347ae7823c3fc31dee64f,1366846886,34.048294,-81.526661,1
761643,2019-11-22 13:19:20,180049032966888,fraud_Goldner-Lemke,entertainment,82.87,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,34fababdc1ff7320f351869fa8ebf91b,1353590360,46.013285,-90.41096,0
437668,2020-12-06 08:50:18,2475085306462014,fraud_Kuhic Inc,grocery_pos,98.67,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,438091c78fd9f1bd47ea28febd16238d,1386319818,43.932796,-94.386546,0
448236,2019-07-18 14:25:20,213154573301411,fraud_Renner Ltd,home,85.0,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,b9cead7bca8dce34e158b0e51e7dc2eb,1342621520,37.967816,-87.363647,0
681001,2019-10-17 18:43:07,6011693194885790,fraud_Wilkinson LLC,personal_care,8.47,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,ec490edd1ab3734c3e53ee952197e609,1350499387,46.21341,-92.399086,0
606113,2019-09-14 21:41:54,6528911529051375,fraud_Hammes-Beatty,kids_pets,50.39,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,ea91b05887ad752e3170bc02c4e29bf6,1347658914,46.149766,-90.735838,0
1043233,2020-03-08 22:49:25,4195832462863385,fraud_Gerlach Inc,shopping_net,991.22,Victoria,Mcbride,F,0688 Kevin Manor,Clarksville,MO,63336,39.3465,-90.9362,1146,Exercise physiologist,1929-04-07,cc49c94193fc0e917504b4f80bbd1a04,1362782965,38.87128,-90.56612,1
1117633,2020-04-10 10:32:55,2288813824604479,"fraud_Heller, Gutmann and Zieme",grocery_pos,202.8,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,2ee85116d97dafa0cf961e65a1280fd8,1365589975,40.007302,-74.55266800000001,0
1132771,2020-04-16 22:14:36,4810789809665942990,fraud_Hills-Boyer,personal_care,20.43,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,849cbb269179a27d34fcc5f301ae118f,1366150476,39.377549,-83.18682199999999,1
368558,2020-11-10 23:13:51,4103158249977,fraud_Kihn Inc,shopping_pos,704.86,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27,cae31520cd09c677a400cec1ef72d56a,1384125231,33.894833,-101.576969,1
58565,2020-07-11 22:01:22,501882822387,"fraud_Lehner, Reichert and Mills",misc_pos,8.08,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,496f769356c3c6fbbc96fe538a0598c9,1373580082,31.941283,-90.709249,1
483331,2020-12-15 15:42:09,3577663406369449,fraud_Dibbert and Sons,entertainment,12.0,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1968-10-06,67366618d415b8f3485e759815c501fe,1387122129,36.178659,-90.803366,0
1140998,2020-04-20 14:28:25,4181833256558613886,fraud_Altenwerth-Kilback,home,3.97,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,f178cb07f76b543449e6cf1878aacd65,1366468105,36.570706,-105.843118,0
1183985,2020-05-09 23:31:43,4893092478075970,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1100.62,Alex,Singh,M,44417 Williams Manors,Angwin,CA,94508,38.5769,-122.4477,3661,Human resources officer,1970-01-09,b9772b11449d73efd327e55ac6160624,1368142303,38.255476,-121.540268,1
1184085,2020-05-10 00:45:08,676326610042,fraud_Sawayn PLC,shopping_pos,759.9,Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,1993-11-02,c0650635649d0454e9a3caa24fb66502,1368146708,43.067411,-83.40614000000001,1
24822,2019-01-15 09:12:27,2383461948823908,fraud_Rowe-Vandervort,grocery_net,15.25,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,41f92e70358f75938b0718da839b95cf,1326618747,43.928791,-71.837784,1
930706,2020-01-04 21:31:55,30074693890476,fraud_Lubowitz-Walter,kids_pets,28.9,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,021c39623e3fc8d7fffcd84750d32da8,1357335115,37.521643,-101.178712,0
1051632,2020-03-12 05:40:03,3518758680062249,fraud_Miller-Harris,misc_net,20.3,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,29b730be2058bb8b1b9d5c6a5c04540d,1363066803,38.992303,-109.035676,0
16879,2019-01-11 01:04:52,4587577161160601,fraud_Goodwin-Nitzsche,grocery_pos,353.06,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,47a9c92b12428de61870a8f0d754e654,1326243892,43.280956,-69.003587,1
28804,2019-01-17 22:19:29,6011366578560244,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,980.06,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,7970dc87400d10724d8a976a29924b0d,1326838769,39.829888,-78.325009,1
939410,2020-01-09 22:06:08,3540210836308425,fraud_Schoen-Quigley,kids_pets,55.43,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,ea7f8264b502cb91f976653e84902ae6,1357769168,33.75704,-102.18248,0
15471,2019-01-09 22:23:26,342035762534413,"fraud_Reichert, Shanahan and Hayes",shopping_net,918.69,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,704244451385794285a2a87d3fb650a9,1326147806,38.664701,-77.143946,1
492197,2020-12-17 23:22:58,639046421587,"fraud_Rippin, Kub and Mann",misc_net,985.69,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,b2fbdf7fb226106817f76adc6b2317a0,1387322578,39.674765,-80.29929,1
365489,2020-11-09 23:56:46,3582754887089201,fraud_Rau-Grant,kids_pets,34.3,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,da13476eebe0c7c6e30e875d7342a5b2,1384041406,33.809402,-93.107783,0
343702,2020-11-01 01:48:17,4026222041577,fraud_Buckridge PLC,misc_pos,7.38,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18,a726c8cb75b53fb261b6bdf6498fb979,1383270497,41.804981,-72.36041,1
131986,2020-08-06 08:10:53,180094419304907,fraud_Cassin-Harvey,grocery_net,45.66,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,ab061ae2b62085b37db6c64ae3d6fb67,1375776653,33.48884,-117.267966,0
275992,2020-10-02 01:26:14,5359543825610251,fraud_Bradtke PLC,grocery_pos,64.1,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,be936ddc78d49cc95730fb4391cb7786,1380677174,45.787593,-111.068607,0
350963,2019-06-13 23:31:38,6011948324228984,"fraud_Towne, Greenholt and Koepp",shopping_net,854.12,Mckenzie,Brooks,F,3872 Matthew Skyway,Paris,MS,38949,34.1992,-89.382,297,"Administrator, local government",1961-12-14,d38824a8bcc63391be1a2abd98d8f13f,1339630298,33.443419,-90.04213,1
609695,2019-09-15 23:58:45,3598634130286287,"fraud_Witting, Beer and Ernser",home,48.53,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",1995-10-10,c944361e44b827fef280a8396567d94d,1347753525,40.860571,-96.953918,0
1290468,2020-06-18 23:23:27,342319985983023,fraud_Nader-Heller,misc_net,744.57,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1978-05-23,23eeed3cf55c464208a6df8bb24d2359,1371597807,43.072379,-75.26513299999999,1
223930,2020-09-08 19:35:23,570273151375,fraud_Kuhic LLC,shopping_net,990.61,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,b6bbd8284e307c332e54e44d0b9abe9b,1378668923,33.360471999999994,-84.02566999999999,1
325896,2020-10-24 02:05:51,4740713119940984,fraud_Auer-Mosciski,grocery_pos,278.99,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,67f1cff660f940067ec41aa166d61e00,1382580351,41.274971,-74.438062,1
120054,2019-03-09 00:00:40,3541554378551366,"fraud_Rowe, Batz and Goodwin",grocery_pos,114.18,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,4bead382a90cc40071ea1b70b1c7dced,1331251240,37.137068,-76.592288,0
515011,2019-08-11 03:48:42,3500969075198072,fraud_Heller-Abshire,grocery_net,9.27,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,df81d53f55f214bb752f4ca41845d6b9,1344656922,46.775306,-117.135449,1
360776,2019-06-16 23:54:42,3561963695236764,fraud_Huel Ltd,misc_net,731.23,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,c175d66a42296300ad2804d86cfc43d3,1339890882,41.338215000000005,-73.263029,1
91386,2020-07-22 19:40:22,4469777115158234880,fraud_Ankunding LLC,shopping_net,20.4,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,bfb5f96b1a1ee5d07e015287cb3cbda1,1374522022,42.779223,-71.692549,0
951757,2020-01-17 02:19:18,4509922033272157,"fraud_Mosciski, Gislason and Mertz",grocery_pos,359.01,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,a6f82f59ef38918475eb361e510aa97d,1358389158,43.902342,-96.99053,1
871462,2019-12-20 16:08:19,3546674063249004,fraud_Volkman PLC,food_dining,96.68,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,1984-07-05,1fffaa5fd4723b3b6afe9edcd7057532,1356019699,31.752772,-98.550306,0
28310,2020-06-30 15:05:32,4497451418073897078,"fraud_Reinger, Weissnat and Strosin",food_dining,103.68,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,099f9a1247d671b19be1b7138b6ec53c,1372604732,32.634881,-91.300556,0
212212,2020-09-04 07:14:47,2712209726293386,fraud_Daugherty-Thompson,food_dining,111.17,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,3958e853408772196be95be108d531a5,1378278887,30.87066,-90.774857,1
904276,2019-12-28 01:25:36,4715741951931168360,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,327.01,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941-03-30,798f02d9a4792f2bb9afca2e6e44566a,1356657936,37.20638,-95.810242,1
991259,2020-02-09 03:46:51,4099707841315751,fraud_Cartwright-Harris,grocery_pos,274.28,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,c6fb1fcca539d7e0db9fd90e166dfb4d,1360381611,38.234756,-78.16797,1
135840,2020-08-08 00:13:06,4476840372112,"fraud_Tillman, Dickinson and Labadie",gas_transport,8.3,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,6808fe151eb67085a7942f3b0040b391,1375920786,34.143005,-87.163133,1
128329,2020-08-04 17:43:55,2383461948823908,fraud_Abshire PLC,entertainment,87.82,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,e2bd3f14366eb3e671e661a2f2107844,1375638235,43.228437,-71.534607,0
150586,2019-03-22 13:30:49,30407675418785,fraud_Hudson-Grady,shopping_pos,3.53,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,7395ccbcf19b3ce78778c8e3b7c6ca27,1332423049,42.645198,-75.89484499999999,0
892300,2019-12-24 16:03:44,378006354724784,fraud_Bernier and Sons,kids_pets,56.5,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1982-01-07,4787c1948aaf53e35868c83e825e941d,1356365024,37.569387,-78.13166899999999,0
78379,2020-07-18 22:31:56,2454076758463217,fraud_Conroy Ltd,shopping_pos,822.11,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,f2d7c66699d2c9d88f624c78de4135f5,1374186716,47.649872,-94.655308,1
464720,2019-07-24 00:37:26,213173753804333,"fraud_Towne, Walker and Borer",grocery_net,13.01,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,08ce7012322374cd1f99188ff721b481,1343090246,41.175865,-86.529371,1
122149,2020-08-03 03:49:18,2358122155477959,fraud_Hills-Olson,grocery_net,9.69,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",1924-10-30,05c58f4cc15ecc450c646f6ebb9d8f5b,1375501758,39.048537,-76.47884599999999,1
351187,2019-06-14 02:09:01,38057513087029,fraud_Heidenreich PLC,grocery_pos,263.15,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1997-01-18,0741788f8d55fdacae7e8bc1827d7e86,1339639741,36.530422,-122.77463799999998,1
435973,2020-12-05 23:15:29,630423337322,fraud_Homenick LLC,personal_care,21.69,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,92a79a77bd1107bb1ee9a4740fd8d73d,1386285329,49.161488,-119.109765,1
